CUST_ID,PCA1,PCA2,CLUSTER_x,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER_y
C12914,0.5717535282534448,0.3827034122808298,3,4484.839808,1.0,591.3,0.0,591.3,1402.722044,0.75,0.0,0.75,0.083333,1,23,6500.0,1476.731171,1233.335517,0.0,12,3
C12915,1.6709591491202347,-1.0800975629651908,3,335.360271,1.0,3237.47,3237.47,0.0,0.0,0.75,0.75,0.0,0.0,0,19,2000.0,3137.11501,124.831219,0.571429,12,3
C12916,5.628322184812496,1.0814836626396847,1,8214.860286,1.0,5213.41,2396.6,2816.81,0.0,1.0,0.833333,0.916667,0.0,0,79,15000.0,2137.637765,2046.519248,0.0,12,1
C12917,-1.173014226154345,-0.5385353925881493,0,745.72702,0.727273,137.7,35.0,102.7,0.0,0.166667,0.083333,0.166667,0.0,0,3,2000.0,2443.972329,3239.395001,0.0,12,0
C12918,-1.6629490943159047,1.059201606050926,0,302.091029,0.818182,0.0,0.0,0.0,3688.086261,0.0,0.0,0.0,0.166667,8,0,2000.0,4032.526313,87.872257,0.1,12,0
C12919,3.859481021646911,-1.06437677573207,3,438.550144,1.0,3647.61,3403.79,243.82,0.0,1.0,1.0,0.916667,0.0,0,65,7500.0,3130.109064,172.078686,0.25,12,3
C12920,-2.0542027525188544,0.5205819409039001,0,646.745968,0.818182,0.0,0.0,0.0,889.412824,0.0,0.0,0.0,0.333333,6,0,1350.0,789.132988,184.544674,0.0,12,0
C12921,0.23391682862446392,3.582907669159965,2,9266.08054,1.0,100.0,0.0,100.0,4383.296268,0.333333,0.0,0.25,0.166667,3,4,17500.0,2444.123547,2603.406476,0.0,12,2
C12922,-1.1520787817933174,3.1071846662544518,2,2735.480264,0.636364,100.0,0.0,100.0,6964.780053,0.333333,0.0,0.25,0.5,11,4,9000.0,1129.128267,1362.581887,0.0,12,2
C12923,-1.7673332082954563,-0.6621634847952808,0,160.530303,0.363636,299.38,299.38,0.0,836.768709,0.166667,0.166667,0.0,0.083333,4,5,1200.0,41.244164,89.772488,0.0,12,0
C12924,-0.03551256813997974,-1.5884150850372218,3,2.386716,0.454545,115.0,0.0,115.0,0.0,1.0,0.0,0.916667,0.0,0,12,8500.0,99.456136,21.497533,0.0,12,3
C12925,2.477826299757671,-1.751160472039937,3,199.753857,1.0,1569.23,940.51,628.72,0.0,1.0,0.666667,0.833333,0.0,0,42,7500.0,1480.652512,187.544352,0.916667,12,3
C12926,-1.3827922827210744,-0.37271879126744856,0,1647.990537,1.0,127.46,127.46,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3500.0,414.257207,486.378735,0.0,12,0
C12927,-1.8663291406658091,-0.26058018981744796,0,1362.551313,1.0,0.0,0.0,0.0,73.99384,0.0,0.0,0.0,0.090909,1,0,1500.0,312.512407,357.297959,0.0,11,0
C12928,-1.917737166702253,2.5637512314711817,2,2221.252825,0.545455,0.0,0.0,0.0,6448.247202,0.0,0.0,0.0,0.333333,12,0,7000.0,397.799248,477.915036,0.0,12,2
C12929,2.4579842321380503,-1.9788015725894406,3,101.138672,1.0,1411.82,546.02,865.8,0.0,1.0,1.0,0.833333,0.0,0,42,3500.0,1357.403057,176.899874,0.75,12,3
C12930,0.22954911249548524,-2.048145047220672,3,19.411374,1.0,229.92,0.0,229.92,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,254.145406,142.377232,0.5,12,3
C12931,0.7462939489097928,-1.1270485986907377,3,189.11961,1.0,429.88,0.0,429.88,0.0,1.0,0.0,1.0,0.0,0,19,10000.0,723.776734,203.340471,0.0,12,3
C12932,-0.7054978632094623,-1.6789816102179738,0,67.86054,0.363636,295.64,189.0,106.64,0.0,0.666667,0.083333,0.666667,0.0,0,9,3000.0,374.782336,68.395337,0.0,12,0
C12933,-1.6057957276766186,0.20085899537609508,0,1338.317684,0.909091,0.0,0.0,0.0,1961.77281,0.0,0.0,0.0,0.083333,1,0,2000.0,2313.97005,398.031823,0.111111,12,0
C12934,0.9501976708337468,1.0160469388648483,3,5099.850196,1.0,805.45,695.9,109.55,587.441992,0.833333,0.416667,0.666667,0.25,4,22,5000.0,1922.297415,3777.37996,0.0,12,3
C12935,0.46108770025237483,-1.8942026508307621,3,68.222735,0.909091,537.68,0.0,537.68,0.0,0.916667,0.0,0.916667,0.0,0,22,3000.0,577.379225,182.870068,0.454545,12,3
C12936,0.7822154085618629,-0.6122412687202561,3,4028.756012,1.0,361.07,104.38,256.69,0.0,1.0,0.166667,1.0,0.0,0,18,4300.0,1279.931508,1537.985,0.0,12,3
C12937,-0.9395232909277914,-1.7034172826228773,0,9.730297,0.636364,99.24,0.0,99.24,0.0,0.583333,0.0,0.583333,0.0,0,8,1000.0,195.347822,104.212617,0.142857,12,0
C12938,1.1707411805612098,-1.407262950474292,3,224.915345,0.545455,2330.0,0.0,2330.0,0.0,0.5,0.0,0.416667,0.0,0,6,7500.0,3795.415177,194.174903,1.0,12,3
C12939,-1.9363892380778167,0.8182707592106503,0,1378.911019,1.0,0.0,0.0,0.0,454.311051,0.0,0.0,0.0,0.416667,5,0,1500.0,782.706659,424.424148,0.0,12,0
C12941,-0.28241500335868197,0.25167365601940767,0,2017.948347,1.0,1137.55,1137.55,0.0,145.93864,0.333333,0.333333,0.0,0.166667,2,14,2500.0,2416.247973,667.805708,0.0,12,0
C12943,-0.4395905006423112,1.4992386253877223,0,409.194212,0.545455,1213.23,1213.23,0.0,1751.419465,0.25,0.25,0.0,0.416667,8,9,6000.0,5997.800728,178.416838,0.0,12,0
C12944,-0.7219092329666489,0.7594761433013323,0,3130.53708,1.0,428.16,428.16,0.0,688.362421,0.333333,0.333333,0.0,0.25,3,7,4300.0,734.931543,688.847827,0.0,12,0
C12945,-1.8330889742740628,-0.3508170066062067,0,1143.409012,1.0,0.0,0.0,0.0,47.241537,0.0,0.0,0.0,0.083333,1,0,1200.0,283.066151,353.608086,0.0,12,0
C12946,-1.1317350605985856,4.409943229270664,2,4215.771256,1.0,0.0,0.0,0.0,7870.352952,0.0,0.0,0.0,0.416667,16,0,7500.0,5197.380969,1561.708701,0.083333,12,2
C12947,-0.32312175575828733,-1.131882910626986,0,54.952957,0.636364,470.12,0.0,470.12,0.0,0.333333,0.0,0.333333,0.0,0,4,10000.0,1042.208975,178.107513,0.666667,12,0
C12948,-0.8492615623330027,-0.6616270045276097,0,1539.46423,1.0,629.78,423.89,205.89,0.0,0.333333,0.083333,0.166667,0.0,0,6,2000.0,559.336578,467.519551,0.0,12,0
C12949,-1.4914319535770801,1.2085699718752005,0,2589.500085,1.0,0.0,0.0,0.0,2529.709392,0.0,0.0,0.0,0.166667,4,0,5000.0,1647.938923,687.719999,0.0,12,0
C12950,-0.41573600766092533,-0.4635933228035767,0,798.070226,1.0,660.02,530.19,129.83,189.780271,0.333333,0.333333,0.25,0.083333,2,16,2050.0,1238.467693,328.249203,0.0,12,0
C12951,-1.0890420024600698,2.740552234790088,2,6877.333016,1.0,0.0,0.0,0.0,3801.1506,0.0,0.0,0.0,0.25,3,0,9000.0,1370.858877,1757.148202,0.0,12,2
C12952,3.0356578311016844,-1.67475106218714,3,234.544023,1.0,2453.46,408.97,2044.49,0.0,1.0,0.333333,1.0,0.0,0,54,6500.0,2869.929774,199.539528,0.75,12,3
C12953,-1.8396488819190817,5.447784583031309,2,4420.693904,1.0,0.0,0.0,0.0,3202.933702,0.0,0.0,0.0,1.0,32,0,4600.0,2831.140832,2544.866539,0.0,12,2
C12954,4.524641522370884,2.122633813470509,1,5757.919072,1.0,5544.45,3169.2,2375.25,2722.524205,1.0,0.75,1.0,0.416667,8,59,7000.0,2370.147958,2411.305205,0.0,12,1
C12955,1.3552015473539583,-0.6870100753335533,3,2341.625484,1.0,2153.83,1260.08,893.75,0.0,0.916667,0.083333,0.916667,0.0,0,13,7500.0,774.4989,688.1366,0.0,12,3
C12956,0.01132781514661388,-0.5420299529968226,3,1022.687467,1.0,409.92,0.0,409.92,177.186666,1.0,0.0,1.0,0.25,6,12,1000.0,774.611541,940.657454,0.0,12,3
C12957,0.7693634722454168,-1.0310998567024994,3,1497.869891,1.0,806.64,681.69,124.95,0.0,0.833333,0.75,0.416667,0.0,0,26,1700.0,826.296904,857.418392,0.0,12,3
C12958,-1.6185576593763422,-0.327671125365151,0,115.340163,1.0,54.67,0.0,54.67,727.568806,0.166667,0.0,0.166667,0.166667,2,2,1200.0,410.867044,115.03558,0.0,12,0
C12959,0.4108461457339347,-0.7550688400372227,3,1175.749847,1.0,848.26,115.0,733.26,1032.462268,0.916667,0.083333,0.833333,0.083333,2,12,1200.0,2117.531771,838.137478,0.083333,12,3
C12960,-0.31303740512266215,-0.664895623259728,0,512.058666,0.818182,921.2,664.73,256.47,0.0,0.416667,0.166667,0.25,0.0,0,7,5500.0,1851.553319,786.58816,0.0,12,0
C12961,0.3161914933759005,-0.9833773735159633,3,40.645069,1.0,636.83,636.83,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,7500.0,670.205252,182.978696,0.416667,12,3
C12962,1.1783162162409524,3.652818302768529,2,12323.84536,1.0,989.32,989.32,0.0,0.0,0.090909,0.090909,0.0,0.0,0,2,18000.0,9542.247486,2540.084696,0.0,11,2
C12963,-1.1042343222389859,-0.9139024327140024,0,967.177679,1.0,208.4,0.0,208.4,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,431.402414,846.724721,0.0,12,0
C12964,-1.4998888992026729,-0.7861439284766649,0,97.453056,0.818182,334.73,334.73,0.0,19.551802,0.083333,0.083333,0.0,0.083333,1,1,2500.0,234.271939,117.297542,0.25,12,0
C12965,-0.4332048170019852,-0.4943330147147461,0,346.782576,1.0,961.12,961.12,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,7000.0,409.11342,373.884808,0.0,12,0
C12966,-1.5348914779737177,-0.9609224766553288,0,32.228288,0.636364,73.45,73.45,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4000.0,25.162565,163.322311,0.0,12,0
C12967,-1.6928662065066895,-0.3448881321914276,0,39.642014,1.0,0.0,0.0,0.0,45.175571,0.0,0.0,0.0,0.083333,1,0,5000.0,0.0,312.343947,0.0,12,0
C12968,-1.4857738462087515,0.65666782546124,0,1902.444082,1.0,0.0,0.0,0.0,2272.984507,0.0,0.0,0.0,0.083333,3,0,2500.0,2751.373324,650.087006,0.083333,12,0
C12969,1.0139260251626343,-1.4072520038600072,3,600.777518,1.0,760.38,269.53,490.85,0.0,1.0,0.166667,1.0,0.0,0,35,4500.0,829.712416,186.053091,0.0,12,3
C12970,-0.6972599642840573,2.379247465320636,2,2864.644318,0.9,135.0,70.0,65.0,4345.320169,0.5,0.2,0.4,0.5,10,7,7000.0,1626.504396,656.858685,0.0,10,2
C12971,-1.458902847974913,2.488115139041911,2,4994.957253,1.0,0.0,0.0,0.0,2539.708186,0.0,0.0,0.0,0.416667,7,0,6400.0,1107.988488,1242.754558,0.0,12,2
C12972,-0.5793170447426862,3.063103751398107,2,5392.29598,1.0,0.0,0.0,0.0,4020.9308,0.0,0.0,0.0,0.25,5,0,8000.0,8237.315179,1167.409427,0.090909,12,2
C12973,-2.2863200738529565,2.1570808161056942,2,1841.606048,1.0,0.0,0.0,0.0,2592.516363,0.0,0.0,0.0,0.625,10,0,2500.0,372.508487,427.337579,0.0,8,2
C12974,-1.3463692800003189,-0.06973514981074036,0,2809.125422,1.0,65.5,65.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,534.051634,1900.025531,0.0,12,0
C12975,0.43141047580957725,-1.0866960287760044,3,1305.724538,1.0,509.88,0.0,509.88,93.018864,1.0,0.0,1.0,0.083333,1,24,1200.0,913.23046,1929.692587,0.0,12,3
C12976,0.550558551982098,-1.4261795336712337,3,258.148852,1.0,433.2,0.0,433.2,0.0,1.0,0.0,1.0,0.0,0,24,6000.0,229.824503,162.312596,0.0,12,3
C12977,-0.6252127634631449,-0.999783782267291,0,162.722336,1.0,222.7,94.7,128.0,0.0,0.5,0.166667,0.333333,0.0,0,8,4250.0,367.719858,166.661302,0.0,12,0
C12978,-1.1134594033968832,3.806255834560428,2,4007.610043,1.0,83.0,83.0,0.0,9003.084705,0.083333,0.083333,0.0,0.25,12,1,10000.0,1308.070478,1221.251121,0.0,12,2
C12979,-1.3228590435980918,-1.5423262781956377,0,11.759081,0.181818,100.94,0.0,100.94,0.0,0.166667,0.0,0.166667,0.0,0,2,6000.0,567.062237,134.693402,0.666667,12,0
C12980,-2.2178948342944156,-0.09219088599016947,0,1384.008582,1.0,0.0,0.0,0.0,102.319161,0.0,0.0,0.0,0.166667,1,0,1500.0,183.35091,212.446542,0.0,6,0
C12981,1.5929101411086317,1.6444587914089939,2,6980.228444,1.0,4400.0,4000.0,400.0,913.382295,0.333333,0.083333,0.333333,0.083333,1,5,10000.0,1530.593874,1596.221236,0.0,12,2
C12982,-1.039153492314646,1.8643035320027654,0,2964.124423,1.0,118.05,0.0,118.05,157.301178,0.083333,0.0,0.083333,0.25,4,2,3000.0,359.886515,17563.48542,0.0,12,0
C12983,1.2791193324444816,-1.5980335422165795,3,78.287038,1.0,1045.76,63.2,982.56,0.0,1.0,0.083333,1.0,0.0,0,25,7000.0,944.999337,133.973858,0.4,12,3
C12984,0.7274862629210813,-1.2989483485237021,3,1307.937701,1.0,1280.58,237.4,1043.18,0.0,0.833333,0.083333,0.833333,0.0,0,28,1800.0,544.411381,337.179545,0.0,12,3
C12985,-0.414912585710413,-1.740016599986154,3,27.93791,0.727273,205.92,0.0,205.92,0.0,0.666667,0.0,0.666667,0.0,0,24,1200.0,327.268542,110.286711,0.181818,12,3
C12986,-1.0267871815592164,-1.4205862474338553,0,77.305919,0.727273,171.06,0.0,171.06,0.0,0.5,0.0,0.5,0.0,0,6,1500.0,329.587528,148.763367,0.0,12,0
C12987,2.44948585920452,-1.3425089984146235,3,807.091888,1.0,1272.53,356.64,915.89,0.0,1.0,0.5,1.0,0.0,0,66,6000.0,2274.388713,227.352478,0.25,12,3
C12988,2.121928312648841,1.7426415318575184,3,5423.576453,1.0,1672.55,107.89,1564.66,2768.037239,1.0,0.083333,1.0,0.166667,9,40,8500.0,2411.575976,4716.185183,0.0,12,3
C12989,1.0034950191907595,-1.159324809560914,3,1290.524209,1.0,1518.26,1024.83,493.43,39.054692,1.0,0.333333,0.916667,0.083333,1,22,1700.0,294.227995,383.572166,0.0,12,3
C12990,-0.11322584937444,-2.083131863411263,3,34.869037,1.0,356.32,0.0,356.32,0.0,1.0,0.0,0.875,0.0,0,8,1000.0,286.841222,129.155038,0.571429,8,3
C12991,0.07075174222184237,-0.5253975060357071,3,811.564879,1.0,558.08,492.04,66.04,0.0,0.583333,0.416667,0.166667,0.0,0,12,8500.0,694.594504,201.679842,0.0,12,3
C12992,-1.6444353072919804,-0.2651305784248513,0,1109.109473,1.0,113.0,113.0,0.0,189.801109,0.1,0.1,0.0,0.1,1,2,2500.0,200.741855,234.552176,0.0,10,0
C12993,-1.4510901975362933,-0.7309607273463364,0,969.034643,1.0,50.85,50.85,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,256.061264,309.02637,0.0,12,0
C12994,-0.49895434539134403,-1.1596363951099795,0,80.167956,0.545455,1053.52,1053.52,0.0,0.0,0.416667,0.416667,0.0,0.0,0,12,3000.0,970.48092,67.064056,0.125,12,0
C12995,-1.1084758898261713,0.4207341939543991,0,607.912561,1.0,205.84,205.84,0.0,1076.492197,0.25,0.25,0.0,0.25,3,3,6000.0,258.631069,202.93187,0.0,12,0
C12996,-0.5040067047194979,-0.8318656679843256,0,0.0,0.0,199.73,22.0,177.73,0.0,0.454545,0.090909,0.454545,0.0,0,6,9000.0,5557.460834,312.343947,0.0,11,0
C12997,2.782170741278823,-0.17468735348316378,3,1758.703148,1.0,3955.35,3502.36,452.99,0.0,0.916667,0.916667,0.166667,0.0,0,29,7500.0,3561.755293,395.409663,0.0,12,3
C12998,0.9456210743993897,-1.7235975580623377,3,169.062888,1.0,1556.66,209.33,1347.33,0.0,0.916667,0.083333,0.833333,0.0,0,23,1000.0,1234.677121,169.47941,0.25,12,3
C12999,1.676999703089594,3.0832163508389705,2,268.577278,0.181818,0.0,0.0,0.0,5625.798427,0.0,0.0,0.0,0.083333,1,0,9000.0,34107.07499,761.962503,1.0,12,2
C13000,0.9626427038880593,-1.2237728633786211,3,1431.670328,1.0,1020.76,0.0,1020.76,0.0,1.0,0.0,1.0,0.0,0,27,5000.0,524.610416,409.222015,0.0,12,3
C13001,0.9424451987987246,-1.8266034986538262,3,241.097264,1.0,790.6,63.9,726.7,0.0,1.0,0.083333,1.0,0.0,0,42,1500.0,478.948292,168.169675,0.166667,12,3
C13002,2.1582247882940124,3.159418328806457,2,1484.705242,1.0,2673.3,2272.02,401.28,4104.024116,0.916667,0.666667,1.0,0.5,29,26,5000.0,6169.78218,646.953153,0.0,12,2
C13004,-0.39593065752226364,-1.5803714108312146,3,54.80309,0.636364,462.32,0.0,462.32,0.0,0.583333,0.0,0.5,0.0,0,8,5000.0,422.709468,82.062989,0.454545,12,3
C13005,-1.1673873007179096,-0.6114991540465049,0,1687.570137,1.0,162.04,73.04,89.0,0.0,0.25,0.083333,0.166667,0.0,0,4,1800.0,331.015115,919.874346,0.0,12,0
C13006,-1.0349974658001564,-0.8842437530971082,0,1182.045732,1.0,130.0,70.0,60.0,0.0,0.416667,0.166667,0.166667,0.0,0,5,1200.0,279.439759,293.907914,0.0,12,0
C13007,-1.4657822584642737,1.2252197826013622,0,2304.087171,1.0,0.0,0.0,0.0,3511.369006,0.0,0.0,0.0,0.166667,3,0,3000.0,3004.655015,586.763635,0.083333,12,0
C13008,-1.2761786074545354,7.708903711799384,2,8030.872986,1.0,0.0,0.0,0.0,4904.289845,0.0,0.0,0.0,0.833333,50,0,8500.0,5467.375109,2135.03681,0.0,12,2
C13009,-2.034706465508545,-1.2867745235385526,0,1.151323,0.181818,60.3,60.3,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,697.573197,312.343947,0.0,12,0
C13011,-1.528030636396464,-1.0422661922133527,0,188.701762,0.454545,900.45,900.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,1002.783773,74.503021,0.0,12,0
C13012,-1.5805234808917739,1.4691102882748512,0,2136.814161,1.0,0.0,0.0,0.0,2120.653422,0.0,0.0,0.0,0.333333,5,0,6000.0,1164.792197,527.241747,0.0,12,0
C13013,1.6768202357235327,-0.4331404172986296,3,1747.858092,1.0,3048.4,2500.8,547.6,119.336811,0.75,0.666667,0.333333,0.083333,1,30,3000.0,1390.388571,403.49587,0.0,12,3
C13014,-1.9411926409996647,2.250974874796438,2,2637.334329,1.0,0.0,0.0,0.0,1204.068667,0.0,0.0,0.0,0.583333,14,0,3000.0,525.003763,994.387979,0.0,12,2
C13015,-1.8111959575069678,-0.3318517390534651,0,499.437461,1.0,0.0,0.0,0.0,496.939698,0.0,0.0,0.0,0.083333,1,0,1200.0,956.458532,216.205066,0.0,12,0
C13016,0.7604027537704798,-1.5819396847858456,3,21.32716,1.0,309.74,0.0,309.74,0.0,1.0,0.0,1.0,0.0,0,19,8500.0,444.809305,142.818479,0.454545,12,3
C13017,4.500275893466497,-0.5951591381522895,1,1534.294061,1.0,6508.72,3342.9,3165.82,0.0,1.0,0.25,1.0,0.0,0,44,6000.0,4954.001262,379.022468,0.0,12,1
C13018,1.0501370754715003,-1.8215506378058228,3,61.954938,1.0,477.42,0.0,477.42,0.0,1.0,0.0,1.0,0.0,0,36,6000.0,584.052195,165.016896,0.583333,12,3
C13019,-1.7881941750047914,-0.2689063097089528,0,1294.324002,1.0,0.0,0.0,0.0,101.183886,0.0,0.0,0.0,0.083333,1,0,1500.0,495.527043,393.227405,0.0,12,0
C13020,0.5349921868222277,-1.0156849425880106,3,657.831607,1.0,612.25,0.0,612.25,1422.284696,1.0,0.0,1.0,0.083333,1,20,1500.0,2223.160653,170.167003,0.142857,12,3
C13021,-1.6873921430069716,0.8218889501378448,0,2708.9687,1.0,0.0,0.0,0.0,1655.456304,0.0,0.0,0.0,0.166667,4,0,3000.0,647.36814,587.545978,0.0,12,0
C13022,-1.9362551287227174,1.3063176937405134,0,689.764098,0.818182,0.0,0.0,0.0,2289.78885,0.0,0.0,0.0,0.416667,8,0,1800.0,2476.929255,202.931859,0.0,12,0
C13023,0.2254555001598482,5.3960396700149005,2,6329.586806,0.714286,0.0,0.0,0.0,5489.844176,0.0,0.0,0.0,0.571429,6,0,14600.0,18091.01347,1513.375079,0.25,7,2
C13024,-1.3228617202534112,0.7831408893429146,0,4446.40675,1.0,0.0,0.0,0.0,245.067148,0.0,0.0,0.0,0.083333,1,0,5000.0,1193.527453,2042.217585,0.0,12,0
C13025,-1.91077176368706,-0.129416526161516,0,1173.662921,0.818182,0.0,0.0,0.0,1422.490362,0.0,0.0,0.0,0.083333,1,0,1800.0,238.582391,258.649795,0.0,12,0
C13026,-0.37860561272159854,-1.8017499967208754,3,21.881488,1.0,168.08,0.0,168.08,0.0,0.666667,0.0,0.666667,0.0,0,8,1500.0,197.731378,156.052167,0.545455,12,3
C13027,-1.2372964903152828,2.516224030334811,2,1518.638794,0.727273,0.0,0.0,0.0,5187.029833,0.0,0.0,0.0,0.25,12,0,5500.0,6744.953537,1158.232955,0.125,12,2
C13028,-1.8261667247309992,-0.34160715806326664,0,1061.439175,1.0,0.0,0.0,0.0,137.757459,0.0,0.0,0.0,0.083333,1,0,1200.0,446.265741,238.961902,0.0,12,0
C13029,-1.7574776785363007,-0.18522098118276858,0,1579.728772,1.0,0.0,0.0,0.0,124.941315,0.0,0.0,0.0,0.083333,1,0,1800.0,464.305701,482.666125,0.0,12,0
C13031,-0.8967253464190019,-1.3457403576104623,0,6.149295,0.181818,169.01,0.0,169.01,0.0,0.25,0.0,0.25,0.0,0,3,10000.0,731.852542,128.525835,0.666667,12,0
C13032,-1.2475928136492536,0.3423795123745097,0,2848.735428,1.0,95.67,95.67,0.0,272.559361,0.083333,0.083333,0.0,0.083333,1,1,5500.0,679.138272,892.599825,0.0,12,0
C13033,-1.4573184148641691,0.10274395322861439,0,32.215585,1.0,0.0,0.0,0.0,758.123122,0.0,0.0,0.0,0.083333,3,0,7500.0,838.652563,216.581883,0.083333,12,0
C13034,-1.4587213324584518,4.612261341494525,2,5823.907919,1.0,0.0,0.0,0.0,3225.842654,0.0,0.0,0.0,0.666667,24,0,9500.0,1214.067137,1515.023913,0.0,12,2
C13035,1.0339080016352578,-1.232167047149109,3,978.567283,1.0,1401.54,0.0,1401.54,0.0,1.0,0.0,1.0,0.0,0,14,4500.0,1769.181653,302.284864,0.0,12,3
C13036,-1.0925851070980446,0.34261941961582343,0,1588.447753,1.0,825.96,825.96,0.0,913.94708,0.333333,0.333333,0.0,0.166667,4,4,4000.0,258.557194,308.812474,0.0,6,0
C13037,-0.6981799348636052,-0.5005363417252987,0,1530.883538,1.0,964.67,964.67,0.0,0.0,0.3,0.3,0.0,0.0,0,10,3000.0,288.366557,605.921914,0.0,10,0
C13038,2.037743503831465,-1.0940249680440686,3,180.230777,0.818182,1653.91,997.1,656.81,0.0,0.75,0.666667,0.583333,0.0,0,35,11500.0,1785.782313,159.46795,0.555556,12,3
C13039,0.3552370105872569,0.5408889651039747,0,256.182628,0.181818,111.39,111.39,0.0,0.0,0.166667,0.166667,0.0,0.0,0,4,10000.0,16842.39187,751.683377,0.333333,12,0
C13040,-1.1511577267614168,-0.20736176889881425,0,1794.484219,1.0,197.7,197.7,0.0,271.900257,0.25,0.25,0.0,0.083333,1,3,1950.0,587.264565,630.117605,0.0,12,0
C13041,-1.8884993861214496,2.4146773275650637,2,1103.988247,1.0,0.0,0.0,0.0,2070.856333,0.0,0.0,0.0,0.666667,13,0,6500.0,333.050357,283.564425,0.0,12,2
C13042,-1.7358312054558054,-0.13689812629681233,0,1783.622522,1.0,0.0,0.0,0.0,99.516488,0.0,0.0,0.0,0.083333,1,0,2000.0,453.767518,509.410087,0.0,12,0
C13043,-1.5068452192602615,0.8257313613043137,0,3560.734141,1.0,0.0,0.0,0.0,1466.123982,0.0,0.0,0.0,0.083333,3,0,4000.0,886.116717,1055.467811,0.0,12,0
C13044,0.3642090867686755,0.6920027388352745,3,4751.340645,1.0,309.86,0.0,309.86,0.0,0.5,0.0,0.5,0.0,0,5,8600.0,5883.427252,1488.472099,0.0,12,3
C13045,0.5920091697997757,-2.3500647144537967,3,33.663794,1.0,585.6,0.0,585.6,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,578.786142,191.914428,0.916667,12,3
C13046,0.8835722748025862,-2.0419332633614924,3,124.739834,1.0,1004.3,0.0,1004.3,0.0,0.916667,0.0,0.833333,0.0,0,11,4000.0,970.981432,179.454519,1.0,12,3
C13047,-1.4086963384790858,1.42438557704948,0,2786.494499,1.0,0.0,0.0,0.0,1547.268611,0.0,0.0,0.0,0.25,5,0,8000.0,837.844106,916.41672,0.0,12,0
C13048,2.2681293206924376,2.0920131713968546,2,6538.064926,1.0,1554.42,193.1,1361.32,1329.288028,1.0,0.166667,1.0,0.5,10,69,7500.0,1213.586463,2575.138832,0.0,12,2
C13049,-1.770338956866192,3.018675114327212,2,4360.032452,1.0,0.0,0.0,0.0,655.669266,0.0,0.0,0.0,0.833333,11,0,4500.0,1345.389329,1263.872069,0.0,12,2
C13050,-2.0310070099390094,0.2387651441174435,0,1013.23312,0.909091,0.0,0.0,0.0,603.491005,0.0,0.0,0.0,0.272727,3,0,1200.0,535.726687,206.591708,0.0,11,0
C13051,-1.1417606996960477,4.791561480148098,2,7215.745096,1.0,0.0,0.0,0.0,3682.382663,0.0,0.0,0.0,0.75,14,0,12000.0,1946.227099,1782.085048,0.0,12,2
C13052,-0.25956531723105364,1.2267092516855778,0,2320.402196,1.0,436.0,0.0,436.0,3298.084294,0.5,0.0,0.416667,0.25,4,6,4000.0,4664.822102,858.092813,0.083333,12,0
C13053,-0.7518116376441734,3.6921280781559194,2,8791.161142,1.0,0.0,0.0,0.0,3706.755143,0.0,0.0,0.0,0.333333,4,0,12000.0,2244.627566,2916.278944,0.0,12,2
C13054,-0.32521461042112254,-1.1927431897674379,0,22.720976,0.545455,853.75,123.5,730.25,0.0,0.583333,0.166667,0.333333,0.0,0,8,6000.0,594.205112,45.492655,0.0,12,0
C13056,-1.760692018495593,0.5969213824988945,0,1083.787792,1.0,110.0,110.0,0.0,342.027342,0.083333,0.083333,0.0,0.333333,7,1,1200.0,504.434613,438.752592,0.0,12,0
C13057,-1.8545019152421314,-1.1269373623319627,0,3.744802,0.272727,154.5,154.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3800.0,178.897596,30.229283,0.0,12,0
C13058,14.180716275357446,3.2925628733338193,1,5968.583246,1.0,22381.97,19150.02,3231.95,0.0,1.0,1.0,0.583333,0.0,0,87,14500.0,20343.28681,1966.191831,0.0,12,1
C13059,-0.1896567740502286,-0.4597594935598843,0,2249.367093,1.0,902.43,902.43,0.0,0.0,0.5,0.5,0.0,0.0,0,10,2500.0,789.29843,705.466936,0.0,12,0
C13060,1.5224713064397197,-1.565445904061132,3,326.648686,1.0,1086.16,188.0,898.16,0.0,1.0,0.166667,1.0,0.0,0,17,7000.0,2579.973654,191.872793,0.666667,12,3
